ac|en|fi|pt|ru|zh|ja|ko|de
plaguedoctor2_setname|Blood-letter's Armament|Suoneniskijän aseistus|Armamento de sangue|Экипировка Кровопускателя|Blood-letter's Armament|血の手紙の兵器|피 편지의 무장|Bewaffnung des Blutbuchstabens
demonslayer_setname|Dante's Nightmare|Danten Painajainen|Pesadelo de Dante|Кошмар Данте|但丁的噩梦|ダンテの悪夢|단테의 악몽|Dantes Alptraum
demonslayer2_setname|Gabriel's Devotion|||||||
whitemage_setname|The Holy One|Pyhimys|O Santo|Святой|圣者|ザ･ホーリーワン|거룩한 자|Der Heilige
whitemage2_setname|Zealot's prophecy|Kiihkoilijan Ennustus|A profecia de Fanático|Пророчество Фанатика|狂热者的话语|ジーロットの予言|질롯의 특성|Eiferers Propechie
pyromancer_setname|Flames of the Apocalypse|Maailmanlopun Liekit|Chamas do Apocalipse|Пламя Апокалипсиса|世界末日之火|黙示録の炎|종말의 불꽃|Flammen der Apokalypse
pyromancer2_setname|Flames of Divinity|Jumalalliset Liekit|Chamas da Divindade|Божественное Пламя|神圣之火|神性の炎|신성의 불꽃|Flammen der Göttlichkeit
amazon_setname|Aztec's Mystery|Atsteekkien Mysteeri|Mistério Asteca|Тайна Ацтеков|爱捷特的奥秘|アズテックミステリー|아즈텍의 미스터리|Mysterium des Azteken
amazon2_setname|Valkyrie's Battle Gear|Valkyrie's Battle Gear|Valkyrie's Battle Gear|Боевое Снаряжение Валькирии|Valkyrie's Battle Gear|Valkyrie's Battle Gear|Valkyrie's Battle Gear|Valkyrie's Battle Gear
shaman_setname|God of the Elements|Elementtijumala|Deus dos Elementos|Повелитель Стихий|万有之神|エレメントの神|원소의 신|Gott der Elemente
shaman2_setname|Earth Shaper's Pride|Maanmuokkaajan Ylpeys|Orgulho do Formador da Terra|Гордость Творца|造地者的骄傲|アースシェイパーのプライド|지구 형성 자의 자존심|Der Stolz des Erdformers
lancer_setname|Wall of God|Jumalan Seinä|Muralha de Deus|Божественная Стена|神的墙|神の壁|신의 벽|Mauer Gottes
lancer2_setname|Champion's Valor|Sotamestarin Urheus|Valor do campeão|Доблесть чемпиона|冠军的勇气|チャンピオンの勇気|챔피언의 용맹|Tapferkeit des Champions
demonspawn_setname|Satan's Redemption|Saatanan Lunastus|Redenção de Satanás|Искупление Сатаны|撒旦的救赎|魔王のあがない|사탄의 구원|Satans Rache
demonspawn2_setname|Bone Conjurer's Regalia|Luidentekijän Loisto|Regalia do Conjurador de Osso|Одеяние Заклинателя Костей|骨术师的法衣|ボーンコンジュラーのレガリア|뼈 마법사의 의복|Insignien des Knochenbeschwörers
swordmaster_setname|Masamura|Masamura|Masamura|Масамура|正村|正村|마사 무라|Masamura
travelers_setname|Traveler|Matkustaja|Viajante|Путешественник|游客|旅行者|여행자|Reisender
uabel_setname|Uabel's Majesty|Uabelin majesteetti|Majestade de Uabel|Uabel's Majesty|乌伯尔的陛下|Uabel's Majesty|Uabel's Majesty|Uabels Majestät
battleWorn_setname|Battle Worn|Taistelu kulunut|Desgastado na batalha|Battle Worn|战斗的磨损|バトルウォーン|Battle Worn|Schlacht getragen
sheepKings_setname|Sheep King’s Kingdom|Sheep King’s Kingdom|Sheep King’s Kingdom|Sheep King’s Kingdom|Sheep King’s Kingdom|Sheep King’s Kingdom|Sheep King’s Kingdom|Sheep King’s Kingdom
illusionist_setname|Guardian’s of the Sands|Guardian’s of the Sands|Guardian’s of the Sands|Guardian’s of the Sands|Guardian’s of the Sands|Guardian’s of the Sands|Guardian’s of the Sands|Guardian’s of the Sands
illusionist2_setname|Temporal Mastery|Temporal Mastery|Temporal Mastery|Temporal Mastery|Temporal Mastery|Temporal Mastery|Temporal Mastery|Temporal Mastery
jotunn_setname|Ymir's Wisdom|Ymir's Wisdom|Ymir's Wisdom|Ymir's Wisdom|Ymir's Wisdom|Ymir's Wisdom|Ymir's Wisdom|Ymir's Wisdom
jotunn2_setname|Einar's Rage|Einar's Rage|Einar's Rage|Einar's Rage|Einar's Rage|Einar's Rage|Einar's Rage|Einar's Rage
odin_setname|Odin's Demise|Odin's Demise|Odin's Demise|Odin's Demise|Odin's Demise|Odin's Demise|Odin's Demise|Odin's Demise
||||||||
[Misc]||||||||
limited_socket|Unique|||||||
prospect_copper|Prospect Copper Ore|||||||
prospect_iron|Prospect Iron Ore|||||||
prospect_gold|Prospect Gold Ore|||||||
prospect_ruby|Prospect Ruby Ore|||||||
prospect_jade|Prospect Jade Ore|||||||
prospect_tarethium|Prospect Tarethium Ore|||||||
potions_witches_potion|Witches Potion|||||||
potions_elixir_of_death|Elixir of Death|||||||
potions_maggot_eye_elixir|Maggot Eye Elixir|||||||
potions_empty_bottle_of_vodka|Empty Bottle of Vodka|||||||
potions_bottle_of_radogate|Bottle of Radogate|||||||
potions_wizard_potion|Wizard Potion|||||||
potions_radbull|Radbull|||||||
potions_surstromming|Surströmming|||||||
potions_protein_shake|Protein Shake|||||||
potions_blood_of_spartan|Blood of Spartan|||||||
potions_bottle_of_sake|Bottle of Sake|||||||
potions_praetorian_blood|Praetorian Blood|||||||
potions_ghostly_potion|Ghostly Potion|||||||
potions_prismatic_potion|Prismatic Potion|||||||
potions_sung_lees_unleashed_rage|Sung Lee's Unleashed Rage|||||||
potions_power_of_void|Power of the Void|||||||
potions_caffeinated_coffee_container|Caffeinated Coffee Container|||||||
potions_gold_inlaid_mysterious_potion|Gold Inlaid Mysterious Potion|||||||
potions_elixir_of_unwordly_cognition|Elixir of Unworldly Cognition|||||||
||||||||
[Keys]||||||||
keys_key|Key|||||||
keys_crystal_key|Crystal Key|||||||
keys_cloud_key|Cloud Key|Pilviavain|Chave Nuvem|Облачный ключ|云密钥|クラウドキー|클라우드 키|Wolkenschlüssel
keys_ruby_key|Ruby Key|Rubiiniavain|Chave de Rubi|Рубиновый ключ|红宝石钥匙|ルビーキー|루비 열쇠|Rubinschlüssel
keys_angelic_key|Angelic Key|Enkeliavain|Angelic Key|Angelic Key|Angelic Key|Angelic Key|Angelic Key|Engelhafter Schlüssel
keys_valhalla_key|Key to Valhalla|||||||
keys_smelly_cheese|Smelly Cheese|Haiseva juusto|Queijo Fedorento|Вонючий Сыр|臭奶酪|臭いチーズ|냄새 나는 치즈|Stinkender Käse
keys_cellar_key|Cellar Key|Kellariavain|Chave da Adega|Ключ от подвала|地窖钥匙|セラーキー|지하실 키|Kellerschlüssel
keys_tower_key|Tower Key|Torniavain|Chave da torre|Ключ от башни|塔钥匙|タワーキー|타워 키|Turmschlüssel
keys_frosted_key|Frosted Key|Huurteinen avain|Chave fosca|Ледяной ключ|磨砂钥匙|フロストキー|프로스트 키|Gefrorener Schlüssel
keys_copper_key|Copper Key|Hyinen avain|Chave refrigerada|Морозный ключ|冰冷的钥匙|チルドキー|냉장 키|Kupferschlüssel
keys_mystic_key|Mystic Key|Mystinen avain|Chave Mística|Мистический ключ|神秘钥匙|ミスティックキー|신비의 열쇠|Mystischer Schlüssel
keys_rusted_key|Rusted Key|Ruostunut avain|Chave enferrujada|Ржавый ключ|生锈的钥匙|錆びた鍵|녹슨 열쇠|Verrosteter Schlüssel
keys_shovel|Shovel Key|Lapio-avain|Pá|Лопата|铲|シャベル|삽|Schaufel
keys_ancient_key|Ancient Key|Muinainen avain|Chave Antiga|Древний ключ|古代钥匙|古代の鍵|고대 열쇠|Uralter Schlüssel
keys_tomb_key|Tomb Key|Hauta-avain|Chave da tumba|Ключ от Гробницы|墓钥匙|墓の鍵|무덤 열쇠|Grabschlüssel
keys_devils_key|Devil's Key|Paholaisen avain|Chave do Diabo|Ключ Дьявола|恶魔的钥匙|悪魔の鍵|악마의 열쇠|Teufelsschlüssel
keys_pickaxe|Pickaxe|Hakku|Picareta|Кирка|鹤嘴e|つるはし|곡괭이|Spitzhacke
keys_battle_key|Battle Key|Taisteluavain|Chave de batalha|Ключ Битвы|战斗钥匙|バトルキー|배틀 키|Kampfschlüssel
keys_garden_key|Garden Key|Puutarhan avain|Garden Key|Garden Key|Garden Key|Garden Key|Garden Key|Gartenschlüssel
keys_golden_key|Golden Key|Kultainen avain|Golden Key|Golden Key|Golden Key|Golden Key|Golden Key|Goldener Schlüssel
keys_axe|Axe Key|Kirves-avain|Axe|Axe|Axe|Axe|Axe|Axt
keys_valor_key|Valor Key|Urhon avain||||||
keys_naga_scale_key|Naga Scale Key|Nagasuomuavain||||||
keys_magma_key|Magma Key|Magma-avain||||||
keys_hellflame_torch|Helflame Torch|Kiirastulisoihtu||||||
keys_warp_key|Warp Key|Warppi avain||||||
keys_storage_key|Storage Key|Varaston avain||||||
keys_bifrost_key|Bifröst Key|Bifröstin avain|Bifröst Key|Bifröst Key|Bifröst Key|Bifröst Key|Bifröst Key|Bifröst Key
||||||||
[Collectibles]||||||||
collectible_battle_fragment|Battle Fragment|Taistelusirpale|Fragmento de Batalha|Фрагмент битвы|战斗碎片|バトルフラグメント|전투 파편|Schlachtfragment
collectible_dimensional_shard|Dimensional Shard|Ulottuvuussirpale|Fragmento Dimensional|Осколок Измерений|空间碎片|次元の破片|차원의 파편|Dimensionaler Scherbe
collectible_gurags_soul|Gurag's Soul|Guragin sielu||||||
collectible_deaths_sigil|Death's Sigil|Kuoleman merkki|Sigilo da Morte|Символ Смерти|死亡印章|死の言葉|사신의 인장|Todessiegel
collectible_damiens_eye|Damien's Eye|Damienin silmä|Olho de Damien|Глаз Дэмиена|达米安之眼|ダミアンの目|데미언의 눈|Damiens Auge
collectible_anubis_ankh|Anubis' Ankh|Anubiksen ankhi|Ankh de Anubis|Анх Анубиса|阿努比斯的生命之符|アヌビスのアンク|아누비스의 앵크|Anubis' Kreuz
collectible_karp_kings_bellybutton|Karp King's Bellybutton|Karppikuninkaan napa|Botão da barriga do Rei de Karp|Пупок Короля Карпов|卡普王的肚脐|カープキングのおへそ|잉어 왕의 배꼽|Karpfenkönigbauchnabel
collectible_satans_horn|Satan's Horn|Saatanan sarvi|Chifre de Satanás|Рог Сатаны|撒旦之角|サタンの角|사탄의 뿔|Teufelshorn
collectible_old_coin|Ancient Coin|Muinainen kolikko|Moeda Anciã|Древняя монета|古老的硬币|古代のコイン|고대 동전|Uralte Münze
collectible_bifrost_fragment|Bifröst Fragment|Bifröstin sirpale||||||
collectible_braggite_shard|Braggite Shard|Braggite sirpale||||||
collectible_essence_of_gods|Essence of Gods|Jumaluute||||||
collectible_gold_token|Gold Token|Kultapoletti||||||
collectible_naga_scale|Naga Scale|Nagan suomu||||||
||||||||
[Consumables]||||||||
consumable_minor_healing_potion|Minor Healing Potion|||||||
consumable_light_healing_potion|Light Healing Potion|||||||
consumable_healing_potion|Healing Potion|||||||
consumable_greater_healing_potion|Greater Healing Potion|||||||
consumable_minor_mana_potion|Minor Mana Potion|||||||
consumable_light_mana_potion|Light Mana Potion|||||||
consumable_mana_potion|Mana Potion|||||||
consumable_greater_mana_potion|Greater Mana Potion|||||||
consumable_rejuvenation_potion|Rejuvenation Potion|||||||
consumable_full_rejuvenation_potion|Full Rejuvenation Potion|||||||
consumable_reroll_token|Gambler's Token|||||||
consumable_satanic_dice|Satanic Dice|||||||
consumable_socket_token|Socketing Token|||||||
||||||||
[Socketables]||||||||
socketable_rune|Rune|||||||
socketable_el_rune|Ol|||||||
socketable_eld_rune|Old|||||||
socketable_tir_rune|Tor|||||||
socketable_nef_rune|Naf|||||||
socketable_eth_rune|Eth|||||||
socketable_ith_rune|Uth|||||||
socketable_tal_rune|Tul|||||||
socketable_ral_rune|Rex|||||||
socketable_ort_rune|Ert|||||||
socketable_thul_rune|Thal|||||||
socketable_amn_rune|Ymn|||||||
socketable_sol_rune|Sal|||||||
socketable_shael_rune|Nut|||||||
socketable_dol_rune|Del|||||||
socketable_hel_rune|Hel|||||||
socketable_io_rune|Io|||||||
socketable_lum_rune|Lum|||||||
socketable_ko_rune|Co|||||||
socketable_fal_rune|Fel|||||||
socketable_lem_rune|Lem|||||||
socketable_pul_rune|Pul|||||||
socketable_um_rune|Um|||||||
socketable_mal_rune|Mal|||||||
socketable_ist_rune|Ist|||||||
socketable_gul_rune|Gul|||||||
socketable_vex_rune|Vex|||||||
socketable_ohm_rune|Qi|||||||
socketable_lo_rune|Xo|||||||
socketable_sur_rune|Sur|||||||
socketable_ber_rune|Ber|||||||
socketable_jah_rune|Jah|||||||
socketable_cham_rune|Drax|||||||
socketable_zod_rune|Zed|||||||
socketable_chipped_amethyst|Chipped Amethyst|||||||
socketable_flawed_amethyst|Flawed Amethyst|||||||
socketable_amethyst|Amethyst|||||||
socketable_flawless_amethyst|Flawless Amethyst|||||||
socketable_perfect_amethyst|Perfect Amethyst|||||||
socketable_pristine_amethyst|Pristine Amethyst|||||||
socketable_chipped_emerald|Chipped Emerald|||||||
socketable_flawed_emerald|Flawed Emerald|||||||
socketable_emerald|Emerald|||||||
socketable_flawless_emerald|Flawless Emerald|||||||
socketable_perfect_emerald|Perfect Emerald|||||||
socketable_pristine_emerald|Pristine Emerald|||||||
socketable_chipped_ruby|Chipped Ruby|||||||
socketable_flawed_ruby|Flawed Ruby|||||||
socketable_ruby|Ruby|||||||
socketable_flawless_ruby|Flawless Ruby|||||||
socketable_perfect_ruby|Perfect Ruby|||||||
socketable_pristine_ruby|Pristine Ruby|||||||
socketable_chipped_sapphire|Chipped Sapphire|||||||
socketable_flawed_sapphire|Flawed Sapphire|||||||
socketable_sapphire|Sapphire|||||||
socketable_flawless_sapphire|Flawless Sapphire|||||||
socketable_perfect_sapphire|Perfect Sapphire|||||||
socketable_pristine_sapphire|Pristine Sapphire|||||||
socketable_chipped_skull|Chipped Skull|||||||
socketable_flawed_skull|Flawed Skull|||||||
socketable_skull|Skull|||||||
socketable_flawless_skull|Flawless Skull|||||||
socketable_perfect_skull|Perfect Skull|||||||
socketable_pristine_skull|Pristine Skull|||||||
socketable_chipped_topaz|Chipped Topaz|||||||
socketable_flawed_topaz|Flawed Topaz|||||||
socketable_topaz|Topaz|||||||
socketable_flawless_topaz|Flawless Topaz|||||||
socketable_perfect_topaz|Perfect Topaz|||||||
socketable_pristine_topaz|Pristine Topaz|||||||
socketable_gem_gurag|Gurag's Soulgem|Gurag's Soulgem|Gurag's Soulgem|Gurag's Soulgem|Gurag's Soulgem|Gurag's Soulgem|Gurag's Soulgem|Gurag's Soulgem
socketable_gem_reaper|Death’s Soulgem|Death’s Soulgem|Death’s Soulgem|Death’s Soulgem|Death’s Soulgem|Death’s Soulgem|Death’s Soulgem|Death’s Soulgem
socketable_gem_anubis|Anubis’ Soulgem|Anubis’ Soulgem|Anubis’ Soulgem|Anubis’ Soulgem|Anubis’ Soulgem|Anubis’ Soulgem|Anubis’ Soulgem|Anubis’ Soulgem
socketable_gem_damien|Damien’s Soulgem|Damien’s Soulgem|Damien’s Soulgem|Damien’s Soulgem|Damien’s Soulgem|Damien’s Soulgem|Damien’s Soulgem|Damien’s Soulgem
socketable_gem_karp|Karp King’s Soulgem|Karp King’s Soulgem|Karp King’s Soulgem|Karp King’s Soulgem|Karp King’s Soulgem|Karp King’s Soulgem|Karp King’s Soulgem|Karp King’s Soulgem
socketable_gem_satan|Satan’s Soulgem|Satan’s Soulgem|Satan’s Soulgem|Satan’s Soulgem|Satan’s Soulgem|Satan’s Soulgem|Satan’s Soulgem|Satan’s Soulgem
socketable_gem_mevius|Mevius’ Soulgem|Mevius’ Soulgem|Mevius’ Soulgem|Mevius’ Soulgem|Mevius’ Soulgem|Mevius’ Soulgem|Mevius’ Soulgem|Mevius’ Soulgem
socketable_gem_odin|Odin’s Soulgem|Odin’s Soulgem|Odin’s Soulgem|Odin’s Soulgem|Odin’s Soulgem|Odin’s Soulgem|Odin’s Soulgem|Odin’s Soulgem
socketable_gem_angelic|Angelic Gem|||||||
socketable_gem_chaos|Chaos Gem|||||||
socketable_gem_elemental|Elemental Gem|||||||
socketable_gem_moonstone|Moonstone Gem|||||||
socketable_jewel_exan|Exan Jewel|||||||
socketable_jewel_wilrden|Wilrden Jewel|||||||
socketable_jewel_volcon|Volcon Jewel|||||||
socketable_jewel_aether|Aether Jewel|||||||
socketable_jewel_helmon|Helmon Jewel|||||||
socketable_jewel_mariane|Mariane Jewel|||||||
socketable_jewel_lyrcon|Lyrcon Jewel|||||||
socketable_jewel_fieryzen|Fieryzen Jewel|||||||
socketable_jewel_lapislazuli|Lapis-Lazuli Jewel|||||||
socketable_jewel_omnipearl|Omnipearl Jewel|||||||
socketable_jewel_agathetheum|Agathetheum Jewel|||||||
socketable_jewel_tramal|Tramal Jewel|||||||
socketable_jewel_pearlescento|Pearlescento Jewel|||||||
socketable_jewel_mythgonlion|Mythgonlion Jewel|||||||
||||||||
[Materials]||||||||
material_jewel_bloodstone|Bloodstone|||||||
material_jewel_snake_tooth|Snake Tooth|||||||
material_jewel_copperstone|Copperstone|||||||
material_jewel_liquate|Liquate|||||||
material_jewel_darkstone|Darkstone|||||||
material_jewel_lesser_impstone|Lesser Impstone|||||||
material_jewel_iron_opal|Iron Opal|||||||
material_jewel_shadow_stone|Shadow Stone|||||||
material_jewel_twilight_citrine|Twilight Citrine|||||||
material_jewel_ocean_agate|Ocean Agate|||||||
material_jewel_greater_impstone|Greater Impstone|||||||
material_jewel_huge_spessarite|Huge Spessarite|||||||
material_jewel_cardinal_ruby|Cardinal Ruby|||||||
material_jewel_flaming_core|Flaming Core|||||||
material_jewel_demon_tooth|Demon Tooth|||||||
material_jewel_ketamineral|Ketamineral|||||||
material_jewel_jadenium_powder|Jadenium Powder|||||||
material_jewel_satans_nail|Satans Nail|||||||
material_jewel_inferno_stone|Inferno Stone|||||||
material_jewel_hellstar|Hellstar|||||||
material_jewel_tarethium_core|Tarethium Core|||||||
material_jewel_dark_matter|Dark Matter|||||||
material_jewel_demon_soulstone|Demon Soulstone|||||||
material_jewel_storm_opal|Storm Opal|||||||
material_jewel_frame_low|Bronze Framing|||||||
material_jewel_frame_mid|Silver Framing|||||||
material_jewel_frame_high|Golden Framing|||||||
material_mining_copper_ore|Copper Ore|||||||
material_mining_iron_ore|Iron Ore|||||||
material_mining_gold_ore|Gold Ore|||||||
material_mining_ruby_ore|Ruby Ore|||||||
material_mining_jade_ore|Jade Ore|||||||
material_mining_tarethium_ore|Tarethium Ore|||||||
||||||||
[Relic Names]||||||||
relic_devilHorn|Devil Horn|Pirunsarvi|Buzina do Mal|Дьявольский рог|恶魔之角|デビル・ホーン|악마의 뿔|Teufelshorn
relic_demonSheep|Demon Sheep|Paholaislammas|Ovelha do Demônio|Демоническая овца|恶魔羊|デーモン・シープ|악마의 양|Dämonenschaf
relic_doomFlute|Doom Flute|Tuhon huilu|Flauta da desgraça|Роковая флейта|末日之笛|ドゥーム・フルート|파멸의 피리|Verderbensflöte
relic_frozenOrb|Frozen Orb|Jääkristalli|Orbe congelado|Ледяная сфера|霜冻之球|フローズン・オーブ|얼어붙은 구슬|Gefrorene Kugel
relic_nunchucks|Nunchucks|Nunchakut|Nunchucks|Нунчаки|双截棍|ヌンチャク|쌍절곤|Nunchakus
relic_rubberDuck|Rubber Duck|Kumiankka|Pato de borracha|Резиновая утка|橡胶鸭|ゴム製のアヒル|욕조용 오리|Badeente
relic_skullAxe|Skull Axe|Pääkallokirves|Machado de crânio|Крушитель черепов|骷髅斧|スカル・アックス|해골 도끼|Totenkopf-Axt
relic_theSpoon|The Spoon|Lusikka|A colher|Ложка|勺子|スプーン|구부러진 숟가락|Der Löffel
relic_stormDagger|Storm Dagger|Myrskytikari|Adaga da tempestade|Штормовой кинжал|风暴匕首|ストーム・ダガー|폭풍 단검|Sturmdolch
relic_odinsSword|Odin's Sword|Odinin miekka|Espada de Odin|Меч Одина|奥丁之剑|オーディンのソード|오딘의 검|Odins Schwert
relic_theAmputationKit|The Amputation Kit|Amputointivälineet|O Kit de Amputação|Набор для ампутации|截肢工具包|切断キット|절단 수술 키트|Das Amputationskit
relic_skullBat|Skullbat|Kallolepakko|Bastão de crânio|Летучий череп|骷髅蝙蝠|スカル・バット|해골 박쥐|Totenkopf-Fledermaus
relic_shredder|Shredder|Silppuri|Triturador|Измельчитель|粉碎器|シュレッダー|분쇄날|Schredder
relic_stigmata|Stigmata|Stigmata|Estigmas|Стигматы|圣痕|スティグマタ|성흔|Stigmata
relic_magicMushroom|Magic Mushroom|Taikasieni|Cogumelo Mágico|Волшебный гриб|魔法菇|マジック ・ マッシュルーム|마법 버섯|Magischer Pilz
relic_jefresSubscription|Jefre's Subscription|Jefren tilaus|Assinatura da Jefre|Подписка Джефре|杰尔弗的手稿|ジェフルの定期購読|제프리의 구독서|Jefre's Abo
relic_rockBelt|Rock Belt|Rock-vyö|Cinto de rocha|Рокерский пояс|火箭腰带|ロックベルト|록 벨트|Felsengürtel
relic_sausage|Sausage|Makkara|Linguiça|Сосиска|香肠|ソーセージ|소시지|Wurst
relic_spiritSkull|Spirit Skull|Sielupääkallo|Espírito Crânio|Череп духа|灵魂头骨|スピリット・スカル|영혼의 해골|Geisterschädel
relic_apple|Apple|Omena|Maçã|Яблоко|苹果|リンゴ|사과|Apfel
relic_fetus|F.E.T.U.S.|S.I.K.I.Ö.|F.E.T.U.S.|Плод|胎儿|胎児|ㅌ.ㅐ.ㅇ.ㅏ.|F.E.T.U.S.
relic_theEye|The Eye|Silmä|O olho|Глаз|眼|目|눈알|Das Auge
relic_devilSkull|Devil Skull|Pirukallo|Crânio do diabo|Череп дьявола|恶魔头骨|デビル・スカル|악마의 해골|Teufelsschädel
relic_whip|Whip|Ruoska|Chicote|Плеть|鞭子|ホイップ|채찍|Peitsche
relic_cake|Cake|Kakku|Bolo|Тортик|蛋糕|ケーキ|케이크|Kuchen
relic_cookiesMilk|Cookies & Milk|Keksejä & Maitoa|Biscoitos & Leite|Печеньки с молоком|饼干&牛奶|クッキー＆ミルク|쿠키와 우유|Kekse & Milch
relic_blazingBoots|Blazing Boots|Liekkisaappaat|Botas da ardência|Пылающие сапоги|闪耀之靴|ブレイジングブーツ|불타는 부츠|Flammende Stiefel
relic_charmedBlood|Charmed Blood|Lumottu veri|Sangue Encantado|Зачарованная кровь|魅力之血|魅惑な血|매혹의 피|Verzaubertes Blut
relic_shrunkenHead|Shrunken Head|Kutistunut pää|Cabeça encolhida|Высушенная голова|干缩头颅|シュルンケンヘッド|일그러진 얼굴|Schrumpfkopf
relic_oddBookOfSpells|Odd Book of Spells|Outo taikakirja|Livro ímpar de magias|Странная книга заклинаний|奇怪的咒语书|奇妙な呪文書|이상한 주문서|Seltsames Zauberbuch
relic_ancientRock|Ancient Rock|Muinainen kivi|Pedra antiga|Древний камень|远古之石|古の岩|고대의 바위|Uraltes Gestein
relic_theHolyBible|The Holy Bible|Raamattu|A Bíblia Sagrada|Библия|圣经|ホーリー・バイブル|성경|Die Heilige Bibel
relic_aaronsStaff|Aaron's Staff|Aaronin sauva|Cajado de Aaron's|Посох Аарона|亚伦之杖|アーロンの杖|아론의 지팡이|Aarons Stab
relic_ogreClub|Ogre Club|Jättiläisnuija|Clube do ogro|Дубина огра|食人鬼俱乐部|オーガクラブ|오우거의 곤봉|Oger-Knüppel
relic_basilisksTooth|Basilisk's Tooth|Basiliskinhammas|Dente de Basilisk|Зуб Василиска|蛇怪之牙|バジリスクツース|바실리스크의 송곳니|Basiliskenzahn
relic_twinBlade|Twin Blade|Kaksoisterä|Lâmina dupla|Двойной клинок|双刃剑|ツインブレード|쌍둥이 칼날|Doppelklinge
relic_handScythe|Hand Scythe|Käsiviikate|Foice de mão|Серп|手镰|ハンドサイケ|한손 낫|Handsense
relic_templarShield|Templar Shield|Ritarikilpi|Escudo Templario|Щит тамплиера|圣堂之盾|テンプラー・シールド|템플 기사단의 방패|Templer-Schild
relic_kingsCrown|King's Crown|Kuninkaan kruunu|Coroa do Rei|Королевская корона|皇冠|キングスクラウン|왕관|Königskrone
relic_damnedBuckler|Damned Buckler|Kirottu kilpi|Condenado Buckler|Проклятый баклер|诅咒圆盾|ダムド・バークラー|저주받은 둥근 방패|Verfluchter Buckler
relic_dragonShield|Dragon Shield|Lohikäärmekilpi|Escudo Dragão|Драконий щит|龙之盾|ドラゴン・シールド|용의 방패|Drachenschild
relic_barbedShield|Barbed Shield|Piikkikilpi|Escudo Farpado|Шипастый щит|带刺之盾|バーブド・シールド|미늘 방패|Stachelschild
relic_helmOfChaos|Helm of Chaos|Kaaoskypärä|Elmo do Caos|Шлем хаоса|混沌头盔|カオスヘルム|혼돈의 투구|Helm des Chaos
relic_bracerOfLife|Bracer of Life|Elämän rannekoru|Bracelete da Vida|Браслет жизни|生命护腕|ライフ・ブレーサー|생명의 팔찌|Armschiene des Lebens
relic_tokenOfLuck|Token of Luck|Onnen symboli|Token da Sorte|Символ удачи|幸运令牌|幸運のトークン|행운의 징표|Glücksbringer
relic_theAllmightyFedora|The Allmighty Fedora|Kaikkivoipa fedora|O Poderoso Fedora|Потрясающая федора|全能软帽|オールマイティ・フェドラ|굉장한 페도라|Der Allmächtige Fedora
relic_guardianAngel|Guardian Angel|Suojelusenkeli|Anjo Guardião|Ангел-хранитель|守护天使|守護天使|수호천사|Schutzengel
relic_bookOfBelial|Book of Belial|Belialin kirja|Livro de Belial|Книга Белиала|贝利尔之书|ベリアルの本|벨리알의 서|Buch des Belial
relic_doubleScythe|Double Scythe|Tuplaviikate|Duas Foices|Двойная коса|双镰|ダブルサイケ|쌍낫|Doppel-Sense
relic_fireIce|Fire & Ice|Tuli & Jää|Fogo e gelo|Огонь и лед|火&冰|ファイアー＆アイス|불과 얼음|Feuer & Eis
relic_LightKatana|Light Katana|Valokatana|Katana Leve|Световая катана|轻武士刀|ライトカターナ|광선도|Licht-Katana
relic_dirge|Dirge|Dirge|Dirge|Ритуальный кинжал|安灵曲|葬送歌|장송곡|Grabgesang
relic_razorWire|Razorwire|Piikkilanka|Arame farpado|Колючая проволока|铁丝网|レザーワイヤー|가시 철사|Stacheldraht
relic_rainbowGate|Rainbow Gate|Sateenkaari|Porta do arco-íris|Радуга|彩虹之门|レインボーゲート|무지개 관문|Regenbogen-Tor
relic_theGlove|The Glove|Hanska|A luva|Перчатка|手套|手袋|장갑|Der Handschuh
relic_flySwatter|Fly Swatter|Kärpäslätkä|Mata-moscas|Мухобойка|苍蝇拍|ハエたたき|파리채|Fliegenklatsche
relic_hellscreamAxe|Hellscream Axe|Hellscream kirves|Machado do Grito do Inferno|Топор Адского Крика|地狱尖啸之斧|ヘルスクリーム・アックス|헬스크림의 도끼|Höllenschrei-Axt
relic_frostMourne|Hungering Blade of Frost|||||||
relic_commandersSword|Commander's Sword|Komentajan miekka|Espada do comandante|Меч командира|指挥官之剑|コマンダーのソード|사령관의 검|Schwert des Kommandanten
relic_butchersKnife|Butcher's Knife|Teurastajan veitsi|Faca de açougueiro|Нож мясника|屠夫之刀|ブッチャーのナイフ|도살자의 칼|Metzgermesser
relic_warZeppelin|War Zeppelin|Sotazeppeliini|Zeppelin da Guerra|Боевой дирижабль|齐柏林飞艇|ツェッペリン飛行船|전투 비행선|Kriegszeppelin
relic_deathsScythe|Death's Scythe|Kuoleman viikate|Foice da Morte|Коса Смерти|死亡之镰|デスサイケ|사신의 낫|Die Sense des Todes
relic_angelStaffOfApocalypse|Angel Staff of Apocalypse|Tuhon enkelisauva|Cajado de Anjo do Apocalipse|Посох Ангела Смерти|天使的启示之杖|アポカリプス・天使の杖|파멸을 부르는 천사의 지팡이|Engelstab der Apokalypse
relic_rocketBarrage|Rocket Barrage|Ohjustulitus|Barragem Foguete|Ракетный залп|火箭弹幕|ロケットバラージー|로켓 탄막|Raketen-Trommelfeuer
relic_shiv|Shiv|Puukko|Estoque|Саи|剃刀|カミソリ|삼지창|Klinge
